"riactivityId","riactivityTypeName","year","date","domainName","interventionAreaName"
"552777-CREA-1-2014-1-MK-CULT-LIT1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"CORDIS-110790","FP7",2013,"2013-11-01","ICT","Advanced computing and Big Data"
"CORDIS-111401","FP7",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20150431A1","Patent",2015,"2015-01-01","Food","Food systems"
"CORDIS-200185","H2020",2016,"2016-03-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-200840","H2020",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Energy supply"
"584127-CREA-1-2017-1-RS-MED-FESTIVALS","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"CORDIS-207064","H2020",2017,"2017-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS20050782A","Patent",2007,"2007-01-01","Heavy machinery","Circular systems"
"docdbRS20090227A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100543A","Patent",2011,"2011-01-01","ICT","Advanced computing and Big Data"
"docdbWO2009139656A1","Patent",2009,"2009-01-01","Process industries and materials","Low-carbon and clean industries"
"docdbRS20100269A","Patent",2011,"2011-01-01","Heavy machinery","Environmental and social health determinants"
"docdbRS20050453A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-94940","FP7",2010,"2010-07-01","ICT","Advanced computing and Big Data"
"CORDIS-202698","H2020",2016,"2016-06-01","ICT","Social and economic transformations"
"docdbRS921U","Patent",2008,"2008-01-01","Health & wellbeing","Low-carbon and clean industries"
"594429-CREA-1-2017-1-RS-CULT-LIT1","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20130552A1","Patent",2015,"2015-01-01","Heavy machinery","Energy supply"
"docdbRS20070349A","Patent",2009,"2009-01-01","Energy","Energy storage"
"CORDIS-86416","FP7",2008,"2008-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-111161","FP7",2013,"2013-12-01","ICT","Social and economic transformations"
"CORDIS-207198","H2020",2016,"2016-05-01","ICT","Advanced computing and Big Data"
"docdbRS20070312A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy supply"
"docdbRS20050323A","Patent",2008,"2008-01-01","Food","Advanced materials"
"docdbRS1158U","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1412U1","Patent",2015,"2015-01-01","ICT","Artificial intelligence and robotics"
"580173-CREA-1-2016-2-RS-MED-TV","Creative Europe",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS1185U","Patent",2011,"2011-01-01","Transport","Clean transport and mobility"
"docdbRS1408U1","Patent",2015,"2015-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbUS2015021214A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090383A","Patent",2011,"2011-01-01","ICT","Advanced computing and Big Data"
"CORDIS-101673","FP7",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Tools, technologies and digital solutions for health"
"docdbRS20070112A","Patent",2009,"2009-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbRS1248U","Patent",2012,"2012-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20080356A","Patent",2010,"2010-01-01","Environmental sciences and industries","Circular systems"
"docdbSI1523991T1","Patent",2014,"2014-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS20090447A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2596235A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1194U","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20100410A2","Patent",2012,"2012-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20100459A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-193289","H2020",2015,"2015-06-01","Health & wellbeing","Health care systems"
"docdbRS20140443A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-199936","H2020",2015,"2015-11-01","Health & wellbeing","Social and economic transformations"
"docdbWO2010097571A1","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-205506","H2020",2016,"2016-10-01","ICT","Advanced computing and Big Data"
"docdbUS2011106758A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-88445","FP7",2008,"2008-03-01","Health & wellbeing","Tools, technologies and digital solutions for health"
"docdbRS20080012A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS983U","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070460A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-97951","FP7",2011,"2011-01-01","ICT","Social and economic transformations"
"CORDIS-199450","H2020",2016,"2016-02-01","ICT","Next generation internet"
"CORDIS-200562","H2020",2016,"2016-03-01","ICT","Next generation internet"
"docdbEP2207667A1","Patent",2010,"2010-01-01","Transport","Low-carbon and clean industries"
"docdbRS20120553A1","Patent",2014,"2014-01-01","ICT","Advanced computing and Big Data"
"docdbWO2010115244A1","Patent",2010,"2010-01-01","Transport","Clean transport and mobility"
"docdbRS20070339A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy supply"
"docdbRS20080238A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy storage"
"CORDIS-199936","H2020",2015,"2015-11-01","Health & wellbeing","Advanced computing and Big Data"
"docdbME02428B","Patent",2016,"2016-01-01","No domain","No intervention area"
"docdbRS20090108A","Patent",2011,"2011-01-01","Energy","Low-carbon and clean industries"
"docdbEP2603628A1","Patent",2013,"2013-01-01","Heavy machinery","Clean transport and mobility"
"docdbRS20090386A","Patent",2011,"2011-01-01","Environmental sciences and industries","Advanced materials"
"docdbWO2012054941A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100417A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20150353A1","Patent",2015,"2015-01-01","Food","Food systems"
"docdbWO2013110286A1","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"docdbWO2012142258A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100260A2","Patent",2012,"2012-01-01","Heavy machinery","Advanced materials"
"docdbRS861U","Patent",2007,"2007-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20080276A","Patent",2009,"2009-01-01","Electric and electronic technologies","Low-carbon and clean industries"
"docdbGB2526253A","Patent",2015,"2015-01-01","Energy","Low-carbon and clean industries"
"docdbRS20090308A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20090431A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2012166310A1","Patent",2012,"2012-01-01","ICT","Social and economic transformations"
"docdbRS20060574A","Patent",2008,"2008-01-01","Energy","Low-carbon and clean industries"
"583503-CREA-1-2017-1-BG-CULT-COOP1","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbWO2013136132A1","Patent",2013,"2013-01-01","Environmental sciences and industries","Low-carbon and clean industries"
"docdbRS20050439A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20130357A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbEP2998235A1","Patent",2016,"2016-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20090507A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100086A","Patent",2011,"2011-01-01","ICT","Low-carbon and clean industries"
"docdbWO2011075429A1","Patent",2011,"2011-01-01","ICT","Energy supply"
"docdbRS20110351A2","Patent",2012,"2012-01-01","ICT","Artificial intelligence and robotics"
"CORDIS-91009","FP7",2009,"2009-05-01","Better societies - governance, culture, education and the economy","Artificial intelligence and robotics"
"561263-CREA-1-2015-1-MK-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"CORDIS-101673","FP7",2012,"2012-01-01","Food","Tools, technologies and digital solutions for health"
"CORDIS-100105","FP7",2011,"2011-10-01","Better societies - governance, culture, education and the economy","Next generation internet"
"docdbRS20060567A","Patent",2008,"2008-01-01","Electric and electronic technologies","Low-carbon and clean industries"
"docdbRS20140710A1","Patent",2015,"2015-01-01","Energy","Low-carbon and clean industries"
"CORDIS-95593","FP7",2010,"2010-10-01","Better societies - governance, culture, education and the economy","Next generation internet"
"CORDIS-99995","FP7",2011,"2011-10-01","ICT","Advanced computing and Big Data"
"docdbRS20080620A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050753A","Patent",2008,"2008-01-01","Heavy machinery","Advanced computing and Big Data"
"docdbUS2011291463A1","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-194619","H2020",2015,"2015-03-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"EACEA-536217","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20060387A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-93344","FP7",2009,"2009-11-01","Better societies - governance, culture, education and the economy","Environmental and social health determinants"
"docdbRS20110297A1","Patent",2013,"2013-01-01","ICT","Advanced computing and Big Data"
"CORDIS-211161","H2020",2017,"2017-03-01","Heavy machinery","Social and economic transformations"
"docdbCL2008001029A1","Patent",2008,"2008-01-01","Energy","Energy supply"
"docdbSI1824349T1","Patent",2013,"2013-01-01","ICT","Tools, technologies and digital solutions for health"
"docdbRS20070500A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-111423","FP7",2014,"2014-01-01","Food","Food systems"
"docdbRS20100086A","Patent",2011,"2011-01-01","Heavy machinery","Advanced materials"
"docdbRS20070271A","Patent",2009,"2009-01-01","Process industries and materials","Circular systems"
"docdbWO2010090543A2","Patent",2010,"2010-01-01","Energy","Energy supply"
"docdbWO2013063663A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"EACEA-522368","Culture",2012,"2012-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20120415A1","Patent",2014,"2014-01-01","Electric and electronic technologies","Energy storage"
"CORDIS-99995","FP7",2011,"2011-10-01","ICT","Social and economic transformations"
"CORDIS-88885","FP7",2008,"2008-05-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20080352A","Patent",2010,"2010-01-01","Heavy machinery","Energy supply"
"CORDIS-203685","FP7",2009,"2009-05-01","ICT","Noncommunicable and rare diseases"
"docdbRS896U","Patent",2007,"2007-01-01","No domain","No intervention area"
"docdbRS20090332A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2012028836A1","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"552237-CREA-1-2014-1-NL-CULT-COOP1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbWO2011004210A2","Patent",2011,"2011-01-01","Heavy machinery","Energy supply"
"docdbUS2012166310A1","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"docdbCA2696502A1","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2013136132A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100385A2","Patent",2012,"2012-01-01","ICT","Low-carbon and clean industries"
"docdbRS20090565A","Patent",2011,"2011-01-01","Energy","Low-carbon and clean industries"
"docdbDE202012011807U1","Patent",2013,"2013-01-01","No domain","No intervention area"
"docdbWO2007105976A2","Patent",2007,"2007-01-01","Energy","Low-carbon and clean industries"
"CORDIS-196809","H2020",2015,"2015-06-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbUS2012019974A1","Patent",2012,"2012-01-01","Energy","Energy supply"
"docdbRS20060374A","Patent",2008,"2008-01-01","Food","Energy supply"
"docdbRS1439U1","Patent",2015,"2015-01-01","Transport","Clean transport and mobility"
"CORDIS-210519","H2020",2017,"2017-05-01","ICT","Social and economic transformations"
"docdbES2378901T3","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-200558","H2020",2016,"2016-01-01","ICT","Next generation internet"
"docdbWO2011085982A1","Patent",2011,"2011-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbRS20100218A","Patent",2011,"2011-01-01","Energy","Energy storage"
"docdbWO2011019889A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"docdbEP2660219A1","Patent",2013,"2013-01-01","Process industries and materials","Advanced materials"
"CORDIS-104530","FP7",2012,"2012-10-01","Better societies - governance, culture, education and the economy","Food systems"
"docdbRS20050836A","Patent",2008,"2008-01-01","Process industries and materials","Energy supply"
