"riactivityId","affiliationName","countryName","riactivityType"
"docdbRS20070016A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1416U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-198274","Ss. Cyril and Methodius University of Skopje","Macedonia","H2020"
"CORDIS-212358","PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO","Serbia","H2020"
"docdbRS20060522A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100112A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1130U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090277A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090066A","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-109016","University of Novi Sad","Serbia","FP7"
"docdbRS20060546A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090396A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070056A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100275A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2010044165A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"CORDIS-106834","PREDUZECE ZA PROIZVODNJU, KONSALTING I PROMET SPEKTAR DOO","Serbia","FP7"
"docdbRS20100115A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012089875A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS966U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090433A","Institute for Technology of Nuclear and Other Mineral Raw Materials","Serbia","Patent"
"CORDIS-193617","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","H2020"
"EACEA-536261","Bauern helfen Bauern - Bratunac","Bosnia and Herzegovina","Culture"
"docdbRS915U","UNIPROMET D O O ","Serbia","Patent"
"docdbRS1315U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110041A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-98108","SOLAR TJUBS DOOEL PRILEP","Macedonia","FP7"
"docdbRS20080037A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-111195","University of Belgrade","Serbia","FP7"
"docdbUS2007191344A1","LEAD DISCOVERY CENTER GMBH,","Serbia","Patent"
"docdbRS20090331A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140326A1","TECHNO FOAM D O O ","Serbia","Patent"
"docdbTW201335111A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbCL2008001029A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1022U","Individual applicant (Serbia)","Serbia","Patent"
"docdbNL1032391C2","COOEPERATIEVE NL BLOEMBOLLENCE ","Bosnia and Herzegovina","Patent"
"docdbRS20050783A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-203384","Institute for Architecture and Urban and Spatial Planning of Serbia (IAUS)","Serbia","H2020"
"EUREKA-Network_Projects-1881","Metal-Cinkara","Serbia","Eureka"
"docdbRS20050001A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1003U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRU2007128015A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-99341","University of Niš","Serbia","FP7"
"docdbRS20090561A","Individual applicant (Serbia)","Serbia","Patent"
"584029-CREA-1-2017-1-SE-CULT-COOP2","UDRUZENJE CENTAR CZKD","Serbia","Creative Europe"
"docdbRS1295U","Individual applicant (Serbia)","Serbia","Patent"
"590558-CREA-1-2017-1-MK-MED-ONLINE3","DOMI AGRON","Albania","Creative Europe"
"docdbRU2008133810A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080213A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2013152652A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20060671A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100250A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090526A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1327U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100488A2","Serbian Academy of Sciences and Arts","Serbia","Patent"
"docdbUS2013310159A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100016A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-189094","Mediterranean University (Montenegro)","Montenegro","FP7"
"CORDIS-200224","University of Novi Sad","Serbia","H2020"
"CORDIS-111161","FONDACIJA ZA RAZVOJ EKONOMSKE NAUKE","Serbia","FP7"
"CORDIS-104328","University of Belgrade","Serbia","FP7"
"CORDIS-86227","FONDACIJA ZA VISOKO OBRAZOVANJE SVJETSKI UNIVERZITETSKI SERVIS BOSNE I HERCEGOVINE","Bosnia and Herzegovina","FP7"
"docdbRS20140263A1","Economics Institute","Serbia","Patent"
"docdbRS1396U","ALUPLAST D O O ","Serbia","Patent"
"docdbRS20100314A","PASSER D O O ","Serbia","Patent"
"docdbWO2011139172A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86416","University of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbRS20090022A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-520352","Слоу Фyд  ВОДНО","Macedonia","Culture"
"CORDIS-210236","Albanian Policy Center","Albania","H2020"
"docdbWO2010138013A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013100774A1","University of Belgrade","Serbia","Patent"
"CORDIS-103938","University American College Skopje","Macedonia","FP7"
"CORDIS-193836","AGENCIJA ZA CIVILNO VAZDUHOPLOVSTVOCRNE GORE PODGORICA","Montenegro","H2020"
"docdbRS20100227A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS116004A","Hemofarm Group","Serbia","Patent"
"CORDIS-98431","INSTITUT ZA MEDICINSKA ISTRA IVANJA","Serbia","FP7"
"EUREKA-Network_Projects-238","University of Novi Sad","Serbia","Eureka"
"docdbRS20070160A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200534","MUNICIPALITY OF ARILJE","Serbia","H2020"
"docdbRS1011U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-85312","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"CORDIS-97951","Polytechnic University of Tirana","Albania","FP7"
"CORDIS-210572","DEVELOPMENT AGENCY OF SERBIA","Serbia","H2020"
"CORDIS-89489","TRENKWALDER CIVET 2000 SHPK","Albania","FP7"
"CORDIS-95923","Independent University Banja Luka","Bosnia and Herzegovina","FP7"
"docdbWO2012035492A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080067A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110311A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-205506","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","Serbia","H2020"
"docdbRS833U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130300A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080114A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050171A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050308A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199140","Savez udruzenja Srbije za pomoc osobama sa autizmom","Serbia","H2020"
"docdbRS20050166A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080259A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130177A1","NALTREXZONE SPECIJALNA BOLNICA ","Serbia","Patent"
"docdbRS20150281A1","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-507589","Archaeological Institute, BelgradeName: Slaviša  Perić","Serbia","Culture"
"docdbRS997U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100126A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080255A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050753A","EXPERT-INZENJERING O D ","Serbia","Patent"
"docdbEP2988240A1","Individual applicant (Serbia)","Serbia","Patent"
"578945-CREA-1-2016-1-RS-CULT-LIT1","ZAVET IZDAVACKO PREDUZECE BEOGRAD DOO","Serbia","Creative Europe"
"docdbRS20070143A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2013147093A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110119A2","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"EUREKA-Network_Projects-2283","PANONIT DOO NOVI SAD","Serbia","Eureka"
"CORDIS-88387","DELING DOO","Bosnia and Herzegovina","FP7"
"docdbRS20150406A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090233A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070022A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2011128708A2","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20140443A1","DIGI TEL D O O ","Serbia","Patent"
"docdbUS2012135095A1","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20120244A1","Military Medical Academy of Serbia","Serbia","Patent"
"docdbRS20130430A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191787","PREDUZECE ZA INFORMACIONE TEHNOLOGIJE I ELEKTRONSKO TRGOVANJE BELIT DOO","Serbia","CIP"
"docdbUS2010303145A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS958U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199450","Ss. Cyril and Methodius University of Skopje","Macedonia","H2020"
"docdbWO2008146071A2","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbWO2016133419A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1305U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193836","AEROPORTI NDERKOMBETAR I PRISHTINES KONTROLLI AJROR ADEM JASHARI SHA","Kosovo","H2020"
"docdbWO2007105976A2","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2475","Institute for Medicinal Plant Research 'Dr Josif Pančić'","Serbia","Eureka"
"docdbRS20080487A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200112","KOSOVAR CENTRE FOR SECURITY STUDIES","Kosovo","H2020"
"docdbRS1276U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070338A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070032A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbDE202015007713U1","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS1361U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130128A1","PROCESCOM D O O BEOGRAD ","Serbia","Patent"
"docdbPT2596235E","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060693A","KORPORACIJA POLIESTER A D PRIBOJ ","Serbia","Patent"
"docdbRS1203U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070179A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016004485A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20050322A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2014178003A1","STRAWBERRY ENERGY D O O ","Serbia","Patent"
"docdbRS20130026A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20080222A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090202A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080619A","Individual applicant (Serbia)","Serbia","Patent"
"docdbEP2675612A2","TEKON D O O ","Macedonia","Patent"
"docdbRS20100468A2","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513619","SEEcult.org","Serbia","Culture"
"docdbWO2012017193A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS881U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1155U","Individual applicant (Serbia)","Serbia","Patent"
"570609-CREA-1-2016-1-DE-CULT-COOP2","DRUSTVO ARHITEKATA BEOGRADA","Serbia","Creative Europe"
"CORDIS-95252","ERICSSON D.O.O FOR TELECOMMUNICATIONS","Serbia","FP7"
"CORDIS-95208","UNIVERZITET U BANJOJ LUCI ELEKTROTEHNICKI FAKULTET","Bosnia and Herzegovina","FP7"
"docdbRS1038U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100515A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-110008","Institute for Chemistry, Technology and Metallurgy (U Belgrade)","Serbia","FP7"
"docdbRS20090434A","Institute for Technology of Nuclear and Other Mineral Raw Materials","Serbia","Patent"
"docdbRS20090380A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130357A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"EUREKA-Network_Projects-2491","UNI-CHEM Belgrade","Serbia","Eureka"
"docdbUS2015021214A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090179A","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20050549A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080468A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080086A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120224A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE102008002988A1","ZAH DOO ","Bosnia and Herzegovina","Patent"
"CORDIS-111044","Institute for Food Technology in Novi Sad","Serbia","FP7"
"CORDIS-106215","University of Niš","Serbia","FP7"
"docdbWO2012177159A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130287A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbDE102010017797A1","PRESS VR & SCARON KA ","Serbia","Patent"
"docdbUS2010037545A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130348A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1302U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS908U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1123U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1008U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-207489","REPUBLICKI ZAVOD ZA ZDRAVSTVENA ZASTITA","Macedonia","H2020"
"docdbEP2955369A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050879A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1323U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2009203638A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-210572","INOVACIONI CENTAR MASINSKOG FAKULTETA DOO","Serbia","H2020"
"docdbRS1382U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120192A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211689","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA ISTRAZIVANJE I RAZVOJ NISSATECH INNOVATION CENTRE DOO","Serbia","H2020"
"docdbRS1018U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1724","Turkovic, d.o.o.","Serbia","Eureka"
"docdbRS20080293A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1458U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140436A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-193231","Fondacija za promovisanje nauke PRONA","Montenegro","H2020"
"EUREKA-Network_Projects-2583","SOJAPROTEIN a.d. Becej","Serbia","Eureka"
"docdbUS2011253068A1","SEVEN INTERNATIONAL GROUP, INC","Serbia","Patent"
"docdbRS1241U","GENERALPROMET D O O ","Serbia","Patent"
"docdbUS2011106130A1","AUDIOTEL D O O ","Serbia","Patent"
"EUREKA-Network_Projects-2487","University of Belgrade","Serbia","Eureka"
"docdbRS1390U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS52728B","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100570A","University of Belgrade","Serbia","Patent"
"docdbME02430B","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbWO2008145669A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140557A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120580A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060610A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080354A","Individual applicant (Serbia)","Serbia","Patent"
"docdbKR20140097149A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS1461U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-109080","University of Novi Sad","Serbia","FP7"
"EUREKA-Network_Projects-2350","Institute for Medicinal Plant Research 'Dr Josif Pančić'","Serbia","Eureka"
"docdbRS1249U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-198274","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","H2020"
"docdbEP2701364A1","CITADELLE INZENJERING D O O ","Serbia","Patent"
"docdbRS104604A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100392A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060642A","Individual applicant (Serbia)","Serbia","Patent"
"565293-CREA-1-2015-1-EL-MED-AUDEV","ADRIAPOL- SMART AND CREATIVE DEVELOPMENT","Albania","Creative Europe"
"CORDIS-212035","University of Belgrade","Serbia","H2020"
"CORDIS-106824","PRODUCTION TRADE AND SERVICE COMPANY ARTHAUS DOO IMPORT-EXPORT SKOPJE","Macedonia","FP7"
"docdbRS1025U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1282U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090540A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060582A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS855U","OMV JUGOSLAVIJA D O O ","Serbia","Patent"
"CORDIS-104530","INSTITUT ZA MEDICINSKA ISTRA IVANJA","Serbia","FP7"
"CORDIS-210785","University of Belgrade","Serbia","H2020"
"docdbRS20070212A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1355U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-191765","ION SOLUTIONS ZA RAZVOJ PROGRAMSKIHRESENJA I CONSULTING DOO","Serbia","CIP"
"CORDIS-89678","THE PORT OF BAR H.Co.","Montenegro","FP7"
"docdbRS1334U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060617A","SDD INFORMATION TECHNOLOGY GROUP ","Serbia","Patent"
"docdbWO2011017780A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-93921","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbRS20100096A","INST ZA RATARSTVO I POVRTARSTVO ","Serbia","Patent"
"docdbWO2013012332A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130015A1","EATON ELECTRIC D O O ","Serbia","Patent"
"CORDIS-204348","CENTAR ZA PROMOCIJU NAUKE","Serbia","H2020"
"docdbRS925U","Individual applicant (Serbia)","Serbia","Patent"
"552289-CREA-1-2014-1-FR-CULT-COOP1","EKSPEDICIJA-EXPEDITIO UDRUZENJE","Montenegro","Creative Europe"
"docdbRS20110584A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120020A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211162","DOO ZA PROIZVODNJU I USLUGE ALFA KLIMA KNJAZENAC","Serbia","H2020"
"docdbRS20080069A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090578A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016204641A1","NOVELIC D O O ","Serbia","Patent"
"CORDIS-90261","INSTITUT ZA MENTALNO ZDRAVLJE","Serbia","FP7"
"docdbRS20080196A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211957","TAJFUN HIL DRUSTVO SA OGRANICENOM ODGOVORNOSCU ZA ISTRAZIVANJE, PROIZVODNJU, TRGOVINU I USLUGE NOVI SAD","Serbia","H2020"
"docdbRS1336U","Individual applicant (Serbia)","Serbia","Patent"
"584135-CREA-1-2017-1-BA-MED-FESTIVALS","OBALA ART CENTAR","Bosnia and Herzegovina","Creative Europe"
"docdbEP2660219A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1428U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080578A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-104638","University of Novi Sad","Serbia","FP7"
"CORDIS-93362","BORBA PROTIV KORUPCIJE BOSNIA I HERCEGOVINA UG","Bosnia and Herzegovina","FP7"
"docdbRS838U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200562","PROVINCIAL SECRETARIAT OF AGRICULTURE, WATER ECONOMY AND FORESTRY, VOJVODINA","Serbia","H2020"
"docdbRS20100176A","Institute for Medicinal Plant Research 'Dr Josif Pančić'","Serbia","Patent"
"EACEA-522658","Cultural Front","Serbia","Culture"
"docdbWO2008097919A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060567A","Individual applicant (Serbia)","Serbia","Patent"
