"riactivityId","affiliationName","countryName","riactivityType"
"docdbRS20140330A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060134A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211949","CRNOGORSKI ELEKTROPRENOSNI SISTEM AD PODGORICA","Montenegro","H2020"
"docdbRS98204A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120574A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-86416","University of Belgrade","Serbia","FP7"
"docdbRS1086U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95864","CIM GRUPA DOO","Serbia","FP7"
"docdbCA2635918A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"CORDIS-191438","RAZVOJNI FOND AUTONOMNE POKRAJINE VOJVODINE D.O.O. NOVI SAD","Serbia","FP7"
"docdbRS20080461A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090304A","ZANATSKO TRGOVINSKA RADNJA GICA TEAM ","Serbia","Patent"
"CORDIS-99992","VISOKA TEHNICKA SKOLA STRUKOVNIH STUDIJA SUBOTICA","Serbia","FP7"
"docdbWO2009072918A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060461A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050625A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013085407A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100320A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070145A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1364U","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-148772","BELEF CENTER","Serbia","Culture"
"docdbRS1423U1","MOKO SOLUTION D O O ","Serbia","Patent"
"CORDIS-86249","University of Sarajevo","Bosnia and Herzegovina","FP7"
"docdbRS1325U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20120396A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-106482","Institut za nuklearne nauke Vinca","Serbia","FP7"
"docdbRS20060524A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080345A","Individual applicant (Serbia)","Serbia","Patent"
"570641-CREA-1-2016-1-FR-CULT-COOP1","UDRUZENJE ZA EDUKACIJU I NOVE INICIJATIVE U PLESNOJ UMJETNOSTI U BOSNII HERCEGOVINI","Bosnia and Herzegovina","Creative Europe"
"CORDIS-93825","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"docdbRS20080572A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060551A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-98685","Institut za nuklearne nauke Vinca","Serbia","FP7"
"EACEA-149197","MILUTIN BOJIC LIBRARY","Serbia","Culture"
"docdbRS20110576A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080133A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1016U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200534","University of Belgrade","Serbia","H2020"
"CORDIS-186759","JAVNA USTANOVA UNIVERZITET U ZENICI UNIVERSITAS STUDIORUM ZENICAENSIS","Bosnia and Herzegovina","FP7"
"docdbRS1267U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1179U","Individual applicant (Serbia)","Serbia","Patent"
"docdbMEP4109A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20080606A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2010074527A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140504A1","GASTEX D O O ","Serbia","Patent"
"docdbRS1166U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200836","University of East Sarajevo","Bosnia and Herzegovina","H2020"
"CORDIS-99690","MINISTARSTVO NAUKE","Montenegro","FP7"
"CORDIS-86226","MINISTARSTVO NAUKE","Montenegro","FP7"
"docdbRS902U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-93572","Interprojekt d.o.o. Mostar","Bosnia and Herzegovina","FP7"
"CORDIS-90619","INI DOO","Serbia","FP7"
"docdbEP2282665A1","AUDIOTEL D O O LTD ","Serbia","Patent"
"docdbRS1321U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2015174879A1","NOVELIC D O O ","Serbia","Patent"
"docdbAT476946T","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2009304283A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1314U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1220U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2011066651A1","REVERSINGLABS CORPORATION","Serbia","Patent"
"docdbWO2011129859A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080152A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130072A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-109016","Kreativno edukativni centar","Serbia","FP7"
"docdbRS20130169A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1148U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS52692B","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS880U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2128","Vino Zupa JSC, Aleksandrovac","Serbia","Eureka"
"docdbRS20090442A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050917A","Individual applicant (Serbia)","Serbia","Patent"
"docdbCR8579A","BASF AG ","Albania","Patent"
"docdbTW201128383A","REVERSINGLABS CORP ","Serbia","Patent"
"CORDIS-105024","DRUSTVO ZA TRGOVINU I USLUGE EXPORT IMPORT DESING DOO","Serbia","FP7"
"docdbRS923U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS989U","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2009238897A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EACEA-513614","Association of Citizens TAKSIRAT","Macedonia","Culture"
"docdbRS20110060A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-200062","CENTAR ZA INTRADISCIPLINARNA PRIMIJENJENA DRUSTVENA ISTRAZIVANJA","Bosnia and Herzegovina","H2020"
"CORDIS-212941","ISTRAZIVACKO RAZVOJNI CENTAR ZA BIOINZENJERING BIOIRC DOO","Serbia","H2020"
"552722-CREA-1-2014-1-MK-CULT-LIT1","IZDAVACKI CENTAR TRI DOOEL SKOPJE","Macedonia","Creative Europe"
"docdbRS1387U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090095A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1004U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211161","AGENCIJA ZA EKONOMSKI RAZVOJ DOO","Bosnia and Herzegovina","H2020"
"docdbRS20150038A1","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2492","University of Bihac","Bosnia and Herzegovina","Eureka"
"docdbRS20070253A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-536575","d.o.o. Stage art","Bosnia and Herzegovina","Culture"
"docdbRS1460U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1127U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050289A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86227","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbUS2009076739A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-110848","GLOBALGPS BH DOO SARAJEVO","Bosnia and Herzegovina","FP7"
"docdbRS20080001A","Individual applicant (Serbia)","Serbia","Patent"
"docdbBRPI1103816A2","GAPLAST GMBH ","Albania","Patent"
"docdbRS20080464A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2015001386A1","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbUS2009129695A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20120146A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-211080","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS994U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1452U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-101714","University of Belgrade","Serbia","FP7"
"583503-CREA-1-2017-1-BG-CULT-COOP1","ZADUZBINA ILIJE M KOLARCA","Serbia","Creative Europe"
"docdbUS2011301441A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRU2007128016A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS68903A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2007131306A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"CORDIS-100573","BITGEAR WIRELESS DESIGN SERVICES DOO","Serbia","FP7"
"docdbDE102013106469A1","VRSKA PRESS D O O ","Serbia","Patent"
"docdbCA2757899A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070037A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100394A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1113U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-90646","MINISTARSTVO NAUKE","Montenegro","FP7"
"docdbRS1195U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-98810","Institute for Food Technology in Novi Sad","Serbia","FP7"
"CORDIS-93387","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","FP7"
"docdbRS20140182A1","NOVELIC D O O ","Serbia","Patent"
"docdbRS20070068A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2013310160A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090488A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-86416","Environmental Engineering and Meteorological Services - SEWA South Environment and Weather Agency LTD","Serbia","FP7"
"docdbRS20100474A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016171577A1","PRIVREDNO DRUSTVO ZA PRUZANJE USLUGA IZ OBLASTI AUTOMATIKE I PROGRAMIRANJA SYNCHROTEK D ","Serbia","Patent"
"docdbEP2416640A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88396","Faculty of Agricultural and Food Sciencies","Bosnia and Herzegovina","FP7"
"docdbRS20100499A2","University of Belgrade","Serbia","Patent"
"CORDIS-108792","University of Belgrade","Serbia","FP7"
"docdbRS52691B","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-206767","PANONIT DOO ZA SISTEME ZASNOVANE NA RACUNARU RAZVOJ I PROIZVODNJU U OBLASTI INFORMACIONIH TEHNOLOGIJA","Serbia","H2020"
"CORDIS-212358","BEOGRADSKE ELEKTRANE","Serbia","H2020"
"docdbWO2015107162A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016048126A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"CORDIS-86416","University of Kragujevac","Serbia","FP7"
"docdbRS20120349A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090239A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1107U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013187790A1","BRAINSTORM D O O ","Serbia","Patent"
"docdbRS1324U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090332A","TICCO SYSTEM D O O ","Serbia","Patent"
"docdbRS20140167A1","FERIJA KOMERC D O O ","Serbia","Patent"
"docdbWO2009145653A1","Individual applicant (Serbia)","Serbia","Patent"
"594429-CREA-1-2017-1-RS-CULT-LIT1","IZDAVACKA KUKA ARETE DOO","Serbia","Creative Europe"
"CORDIS-97274","FOUNDATION FOR MANAGEMENT AND INDUSTRIAL RESEARCH SKOPJE","Macedonia","FP7"
"docdbRS20110076A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080010A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-93724","University of Novi Sad","Serbia","FP7"
"docdbRS20110288A2","RT-RK Computer Based Systems LLC","Serbia","Patent"
"CORDIS-189039","Foundation for the development of innovation and entrepreneurship in the Balkans – Balkan Unlimited","Macedonia","FP7"
"docdbRS1466U1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-106274","INSTITUT ZA ONKOLOGIJU VOJVODINE-ONCOLOGY INSTITUTE OF VOJVODINA IOV","Serbia","FP7"
"docdbRS20150011A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2014175276A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2013311875A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS844U","IMS Institut A.D.","Serbia","Patent"
"docdbWO2015041556A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-95208","INSTITUT ZA FIZIKU","Serbia","FP7"
"CORDIS-207190","CENTAR ZA DIGITALNE HUMANISTICKE NAUKE","Serbia","H2020"
"docdbUS2012087505A1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS1118U","Individual applicant (Serbia)","Serbia","Patent"
"docdbKR20150143810A","Individual applicant (Serbia)","Serbia","Patent"
"docdbMEP80208A","Individual applicant (Montenegro)","Montenegro","Patent"
"CORDIS-212357","BEOGRADSKE ELEKTRANE","Serbia","H2020"
"docdbRS941U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-87931","University of Belgrade","Serbia","FP7"
"docdbRS20100536A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100424A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbPT1490541E","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbEP2435991A2","Vlatacom Institut DOO Beograd","Serbia","Patent"
"EUREKA-Network_Projects-1670","GM Water, d.o.o.","Serbia","Eureka"
"CORDIS-193224","INSTITUT ZA MOLEKULARNU GENETIKU I GENETICKO INZENJERSTVO","Serbia","H2020"
"docdbWO2015194983A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110541A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090447A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS67704A","Institute for Multidisciplinary Research (U Belgrade)","Serbia","Patent"
"docdbUS2016026847A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbMX2010001749A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080065A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88292","SENTRONIS AD","Serbia","FP7"
"docdbRS20150419A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20140052A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"EACEA-522649","EXIT Udruženje","Serbia","Culture"
"docdbRS20060695A","KORPORACIJA POLIESTER A D PRIBOJ ","Serbia","Patent"
"docdbRS20070039A","Individual applicant (Serbia)","Serbia","Patent"
"577646-CREA-1-2016-1-RS-MED-DEVVG","EIPIX ENTERTAINMENT DOO NOVI SAD","Serbia","Creative Europe"
"CORDIS-94296","Institut za nuklearne nauke Vinca","Serbia","FP7"
"EUREKA-Network_Projects-2142","RT-RK Computer Based Systems LLC","Serbia","Eureka"
"docdbRS20110043A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110093A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-194864","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO","Serbia","H2020"
"docdbEP2757668A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2016133418A1","MAJKIC DOO PREDUZECE ZA PROIZVODNJU TRGOVINU I USLUGE ","Serbia","Patent"
"CORDIS-203685","University of Belgrade","Serbia","FP7"
"docdbRS20060216A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-199450","INOSENS DOO NOVI SAD","Serbia","H2020"
"CORDIS-105761","ECOSOIL DRUSTVO SA OGRANICENOM ODGOVORNOSCU GRKINJA","Serbia","FP7"
"docdbRS20080003A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090464A","NBS ZD ZA IZRADU NOV & CCARON ANICA I KOVANOG NOVCA TOP & CCARON IDER ","Serbia","Patent"
"docdbRS20100435A2","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2265","University of Belgrade","Serbia","Eureka"
"docdbRS20080529A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS976U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-87271","University of Novi Sad","Serbia","FP7"
"docdbRS20060071A","Tigar A.D.","Serbia","Patent"
"CORDIS-99992","University of Novi Sad","Serbia","FP7"
"EUREKA-Network_Projects-2128","13. Jul Plantaze","Montenegro","Eureka"
"docdbWO2008154708A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbES2350709T3","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050466A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100021A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1483U1","MAJKIC DOO PREDUZECE ZA PROZVODNJU TRGOVINU I USLUGE ","Serbia","Patent"
"CORDIS-104417","VISOKA TEHNICKA SKOLA STRUKOVNIH STUDIJA U ZRENJANINU","Serbia","FP7"
"docdbRS20100504A2","CAPITOL W B C D O O ","Serbia","Patent"
"docdbRS20050830A","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS1037U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090340A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130304A1","IC INZENJERING D O O ","Serbia","Patent"
"CORDIS-99992","UDRUZENJE STUDENATA ELEKTROTEHNIKEEVROPE - LOKALNI KOMITET NOVI SAD","Serbia","FP7"
"docdbRS909U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS962U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2032","GP HGP","Serbia","Eureka"
"CORDIS-87580","Ss. Cyril and Methodius University of Skopje","Macedonia","FP7"
"docdbUS2014066179A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060417A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1153U","Individual applicant (Serbia)","Serbia","Patent"
"552571-CREA-1-2014-1-AL-CULT-LIT1","TOENA","Albania","Creative Europe"
"docdbRS20120048A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-197443","MATEMATICKI INSTITUT SANU, BEOGRAD","Serbia","H2020"
"docdbRS20140351A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-106339","JAVNA USTANOVA UNIVERZITET CRNE GORE PODGORICA","Montenegro","FP7"
"docdbRS20050379A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1391U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110272A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140414A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060508A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20110260A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-110348","AGJENCIA E KERKIMIT TEKNOLOGJISE DHE INOVACIONIT","Albania","FP7"
"docdbRS20140390A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080483A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1167U","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2013063661A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS949U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-210572","PRIVREDNA KOMORA SRBIJE","Serbia","H2020"
"CORDIS-101498","University of Information Science and Technology St. Paul The Apostle","Macedonia","FP7"
"EACEA-507355","Balkanološki Institut SANUName: Nikola  Tasić","Serbia","Culture"
"docdbRS20080415A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050686A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080566A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-99971","NATIONAL INSTITUTION MUSEUM OF MACEDONIA - SKOPJE","Macedonia","FP7"
"docdbRS1281U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070310A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100577A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050977A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20110488A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20080374A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-101434","Makedonsko zdruzenie za sonceva energija SOLAR MAKEDONIJA","Macedonia","FP7"
"docdbRS20070319A","Individual applicant (Serbia)","Serbia","Patent"
"docdbTW201128385A","REVERSINGLABS CORP ","Serbia","Patent"
"EUREKA-Network_Projects-1914","Obrovac Municipality","Serbia","Eureka"
"docdbRS1040U","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-1675","University of Belgrade","Serbia","Eureka"
"CORDIS-198274","Polytechnic University of Tirana","Albania","H2020"
"CORDIS-93074","ERICSSON D.O.O FOR TELECOMMUNICATIONS","Serbia","FP7"
"docdbRS1427U1","POLYMERS GROUP D O O ","Serbia","Patent"
"CORDIS-93344","Institute for Occupational Health of Republic of Macedonia","Macedonia","FP7"
"docdbRS20130559A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS20150166A1","RT-RK Computer Based Systems LLC","Serbia","Patent"
"docdbRS1024U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060105A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20130425A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20050452A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-507883","DRUŠTVO ARHITEKATA BEOGRADAName: Ivan  Raskovic","Serbia","Culture"
"docdbWO2010006985A2","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20080064A","Individual applicant (Serbia)","Serbia","Patent"
"EUREKA-Network_Projects-2158","Zlatarna Celje d.o.o.","Serbia","Eureka"
"docdbRS1079U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100120A","Individual applicant (Serbia)","Serbia","Patent"
"EACEA-513674","Javna i univerzitetska biblioteka „Derviš Sušić“ Tuzla / Publi","Bosnia and Herzegovina","Culture"
"docdbRS827U","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20060047A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2007059538A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2009003537A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbRS20060272A","Individual applicant (Serbia)","Serbia","Patent"
"docdbME02712B","13. Jul Plantaze","Montenegro","Patent"
"docdbRS20130007A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2012166310A1","CCS CORP ","Albania","Patent"
"552718-CREA-1-2014-1-RS-CULT-LIT1","CLIO PRIVATNO PREDUZECE ZA IZDAVACKU DELATNOST SPOLJNU I UNUTRASNJU TRGOVINU I AGENCIJSKO POSLOVANJE DOO BEOGRAD","Serbia","Creative Europe"
"docdbRU2525103C1","Individual applicant (Macedonia, FYR of)","Macedonia","Patent"
"docdbRS20110239A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100571A","University of Belgrade","Serbia","Patent"
"EACEA-536092","Centre for Creative Actions IMPACT","Macedonia","Culture"
"docdbRS1320U","IMS Institut A.D.","Serbia","Patent"
"docdbCO6791597A2","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-103941","TIDEA DOO BANJA LUKA","Bosnia and Herzegovina","FP7"
"docdbRS1445U1","Individual applicant (Serbia)","Serbia","Patent"
"590757-CREA-1-2017-1-DE-MED-ONLINE3","MEGUNARODNI FESTIVAL DOKUMENTARNOG FILMA BELDOCS","Serbia","Creative Europe"
"552350-CREA-1-2014-1-SE-CULT-COOP2","FONDACIJA FOND B92","Serbia","Creative Europe"
"docdbAT516752A4","INT TRADING COMPANY KD SKOPJE ","Macedonia","Patent"
"docdbRS20050214A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140001A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140462A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS51727B","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-197273","University of Novi Sad","Serbia","H2020"
"CORDIS-194957","BIOSENSE INSTITUTE - RESEARCH AND DEVELOPMENT INSTITUTE FOR INFORMATION TECHNOLOGIES IN BIOSYSTEMS","Serbia","H2020"
"docdbRS20050679A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-210228","Federal Ministry of Education and Science of Bosnia and Herzegovina","Bosnia and Herzegovina","H2020"
"docdbRS20080219A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1165U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-88139","Mihajlo Pupin Institute (U Belgrade)","Serbia","FP7"
"docdbRS95004A","Individual applicant (Serbia)","Serbia","Patent"
"docdbUS2015344132A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20070204A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140714A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090539A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20090133A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2012103600A2","Global Ispat Coke Industry","Bosnia and Herzegovina","Patent"
"docdbRS20100272A","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20150324A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS952U","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-206250","DRUSTVO ZA KONSALTING, RAZVOJ I IMPLEMENTACIJU INFORMACIONIH I KOMUNIKACIONIH TEHNOLOGIJA DUNAVNET DOO","Serbia","H2020"
"docdbUS2015323189A1","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-101474","MINISTARSTVO PROSVETE, NAUKE I TEHNOLOSKOG RAZVOJA","Serbia","FP7"
"docdbWO2011000522A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2008003144A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"EACEA-522536","Udruženje gradjana ”kuda.org”","Serbia","Culture"
"CORDIS-206769","PLAMINGO DOO, COMPANY FOR DOMESTIC AND FOREIGN TRADE, PRODUCTION AND SERVICES","Bosnia and Herzegovina","H2020"
"docdbWO2012091595A2","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS1437U1","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010019063A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20140604A1","University of Niš","Serbia","Patent"
"docdbRS20050673A","Individual applicant (Serbia)","Serbia","Patent"
"CORDIS-109416","POKRAJINSKI ZAVOD ZA ZASTITU SPOMENIKA KULTURE NOVI SAD","Serbia","FP7"
"EUREKA-Network_Projects-244","DM light d.o.o.","Serbia","Eureka"
"CORDIS-104530","NUTRIKA DOO","Serbia","FP7"
"docdbRS20080046A","Individual applicant (Serbia)","Serbia","Patent"
"docdbWO2010138013A2","Vlatacom Institut DOO Beograd","Serbia","Patent"
"docdbWO2016074047A1","Individual applicant (Bosnia and Herzegovina)","Bosnia and Herzegovina","Patent"
"docdbWO2007073570A1","Individual applicant (Serbia)","Serbia","Patent"
"docdbRS20100146A","Individual applicant (Serbia)","Serbia","Patent"
"docdbMEP88708A","Individual applicant (Montenegro)","Montenegro","Patent"
"docdbRS20100478A2","S E TRADE D O O ","Serbia","Patent"
"CORDIS-206840","MACEDONIAN ACADEMIC AND RESEARCH NETWORK SKOPJE","Macedonia","H2020"
